id,material_number,product_description,pack_size_id,weight
1085,5691489,INTERZONE 954 EAA904/5L/XA,1,0.0
1086,5691490,INTERZONE 954 EAA914/5L/XA,1,0.0
1087,5693101,INTERTHANE 990 PHO201/5L/XA,1,0.0
1088,5693141,INTERTHANE 990 PHZ540/5L/XA,1,4.71144444444444
1089,5694861,INTERSHIELD 300 ENA300/5L/3.57/XA,1,4.69779661016949
1090,5694862,INTERSHIELD 300 ENA301/5L/3.57/XA,1,4.65210273972603
1091,5694864,INTERSHIELD 300HS ENA370/20L/12.5/XA,2,18.0
1092,5694888,INTERLINE 984 THA982/10L/XA,5,0.0
1093,5695288,INTERTHANE 990E RUB000/5L/RP,1,0.0
1094,5701098,INTERSEAL 670HS EGA247/3L/MJ,7,2.94
1095,5701099,INTERSEAL 670HS EGA247/1L/MJ,4,0.735
1096,5701100,INTERNATIONAL THINNER GTA004/20L/MJ,2,0.0
1097,5701101,INTERNATIONAL THINNER GTA004/5L/MJ,1,3.885
1098,5714805,INTERNATIONAL THINNER GTA007/5L/MJ,1,4.325
1099,5714806,INTERNATIONAL THINNER GTA123/5L/MJ,1,4.84
1100,5714807,INTERNATIONAL THINNER GTA007/20L/MJ,2,0.0
1101,5714810,INTERNATIONAL THINNER GTA220/5L/MJ,1,4.26489552238806
1102,5714811,INTERNATIONAL THINNER GTA220/20L/MJ,2,17.022
1103,5714812,INTERNATIONAL THINNER GTA203/20L/MJ,2,16.2
1104,5716762,INTERSEAL 670HS EGA105/5L/TH,1,0.0
1105,5716764,INTERSEAL 670HS EGA130/5L/TH,1,0.0
1106,5716766,INTERSEAL 670HS EGA150/5L/TH,1,0.0
1107,5716775,INTERSEAL 670HS EGA247/1L/TH,4,0.0
1108,5716776,INTERSEAL 670HS EGA247/3L/TH,7,0.0
1109,5716783,INTERGARD 475HS EVA531/20L/TH,2,0.0
1110,5716784,INTERGARD 475HS EVA531/5L/TH,1,0.0
1111,5716791,INTERSHEEN 579 LAB000/20L/TH,2,0.0
1112,5716792,INTERSHEEN 579 LAB000/5L/TH,1,5.632
1113,5718568,INTERNATIONAL THINNER GTA733/5L/MJ,1,4.34078260869565
1114,5724944,INTERZONE 954GF ZFA006/20L/TH,2,0.0
1115,5725718,INTERNATIONAL THINNER GTA713/20L/MJ,2,17.3
1116,5725936,INTERNATIONAL THINNER GTA733/20L/MJ,2,17.434
1117,5732204,INTERGARD 269 EGA088/5L/TH,1,0.0
1118,5732205,INTERGARD 269/276 EGA089/1L/TH,4,0.0
1119,5732229,INTERZINC 52 EPA142/10L/TH,5,0.0
1120,5732261,INTERGARD 263/162 FAA262/5L/TH,1,0.0
1121,5732262,INTERGARD 263 FAJ034/20L/TH,2,0.0
1122,5732271,INTERNATIONAL GTA007/20L/TH,2,0.0
1123,5732395,INTERTHANE 3230G MDA011/5L/TH,1,6.05542857142857
1124,5732397,INTERTHANE 3230HG/G/SG/M MDA046/1L/TH,4,0.757285714285714
1125,5732420,I'THANE 990/990FD/990S PHA046/5L/TH,1,0.0
1126,5732430,INTERTHANE 990 PHA150/5L/TH,1,0.0
1127,5732869,INTERLINE 994 TCA993/20L/TH,2,0.0
1128,5732870,INTERLINE 994 TCA994/20L/TH,2,0.0
1129,5732871,INTERLINE 994 TCA995/5L/TH,1,0.0
1130,5760876,INTERTHANE 990 PHA150/5L/XA,1,4.139
1131,5760881,INTERTHANE 990 PHA150/20L/XA,2,16.58
1132,5760992,INTERZONE 954GF ZFA006/20L/XA,2,21.84
1133,5765550,INTERGARD 7500 KUA752/20L/XA,2,0.0
1134,5765587,INTERGARD 7500 KUA750/20L/XA,2,0.0
1135,5765588,INTERGARD 7500 KUA759/5L/XA,1,0.0
1136,5779901,INTERZONE 954GF ZFA046/5L/XA,1,3.497
1137,5779905,INTERZONE 954GF ZFA003/20L/XA,2,23.688
1138,5794953,CHARTEK 1709 HCA179/17.85KG/XA,10,17.85
1139,5794954,CHARTEK 1709 HCA180/14.3KG/XA,9,14.3
1140,5800088,INTERZINC 2280 QHA080/10L/RI,5,0.0
1141,6394301,CHARTEK HK-1 MESH 132.5MTS/D/KC 168 Sqm,11,13.1
1142,5061314,INTERTHERM 751CSA HTA399/120M/Z1,15,0.0
1143,5344982,INTERSLEEK 1001 BXA103/2L/RP,16,0.0
1144,5346861,INTERNATIONAL GMA100/1KG/RP,17,0.0
1145,5346866,INTERNATIONAL GMA129 GMA129/1KG/RP,17,0.0
1146,5346874,INTERNATIONAL GMA131/1KG/RP,17,0.0
1147,5347107,CHARTEK 2218 HCA022/20KG/KC,18,0.0
1148,5347111,CHARTEK 2218 HCA026/20KG/KC,18,0.0
1149,5347144,CHARTEK 7E HCA756/13.36KG/KC,19,0.0
1150,5347145,CHARTEK 7E HCA764/18.32KG/KCE,20,0.0
1151,5347262,INTERBOND 1202UPC HTA126/0.068L/RP,21,0.0
1152,5347330,INTERTHERM 751CSA HTA399/0.068L/RP,21,0.0
1153,5347879,INTERGARD 7500 KUA759/4L/KC,22,0.0
1154,5348275,CEILCOTE 800 NCA800/1GL/UH,23,0.0
1155,5348297,CEILCOTE FG MAT NGA002/30KG/RI,24,0.0
1156,5348300,CEILCOTE S-11 NGA013/22.7KG/RP,25,0.0
1157,5348340,ENVIROLINE 225 NVA233/5GL/UH,28,0.0
1158,5348382,ENVIROLINE 405HTR NVA463/12L/RI,16,0.0
1159,5348396,ENVIROLINE 405HTR NVA465/6L/RI,27,0.0
1160,5350550,INTERLINE 955 TEA075/50ML/RP,29,0.0
1161,5359018,HK-2-MESH NGA210/1EA,30,0.0
1162,5359280,INTERNATIONAL GVA127/4L/RP,22,0.0
1163,5359326,INTERNATIONAL GVA122/4L/RP,22,0.0
1164,5359327,INTERNATIONAL GVA124/4L/RP,22,0.0
1165,5359328,INTERNATIONAL GVA126/4L/RP,22,0.0
1166,5359329,INTERNATIONAL GVA140/4L/RP,22,0.0
1167,5359330,INTERNATIONAL GVA142/4L/RP,22,0.0
1168,5359331,INTERNATIONAL GVA145/4L/RP,22,0.0
1169,5359332,INTERNATIONAL GVA146/4L/RP,22,0.0
1170,5359333,INTERNATIONAL GVA149/4L/RP,22,0.0
1171,5359334,INTERNATIONAL GVA322/4L/RP,22,0.0
1172,5359335,INTERNATIONAL GVA480/4L/RP,22,0.0
1173,5359629,INTERNATIONAL GVA147/4L/RP,22,0.0
1174,5386006,INTERZONE 485 EAA486/4L/AM,22,0.0
1175,5387343,POLIBRID GT FABRIC GXA707/1EA/3FT/UH,30,0.0
1176,5388906,POLIBRID 705 PEA700/A1125ML/AM,31,0.0
1177,5548822,INTERGARD 9600 KNA968/4L/KC,22,0.0
1178,5563225,INTERNATIONAL MIXCOAT/1EA/AM,30,0.0
1179,5606790,CEILCOTE #2 Hardener NCA002/12.5OZ/UH,32,0.0
1180,5606797,CEILCOTE #2 Hardener NCA003/12.5OZ/UH,32,0.0
1181,5606884,CEILCOTE 222GF NCA022/5GL/UH,28,0.0
1182,5606978,CEILCOTE 380 NCA061/5GL/UH,28,0.0
1183,5607019,CEILCOTE 232 NCA109/5GL/UH,28,0.0
1184,5675260,INTERCHAR 212 HCA213/14.30KG/EU/RR,24,0.0
1185,5732272,INTERNATIONAL GTA007/4L/TH,22,0.0
1186,5732274,INTERNATIONAL GTA123/4L/TH,22,0.0
1187,5732289,INTERNATIONAL GTA853/4L/TH,22,0.0
1188,5732567,INTERZINC 22 QHA027/2.44L/TH,22,0.0
1189,5794948,CHARTEK 2218 HCA022/20KG/XA,18,0.0
1190,5794949,CHARTEK 2218 HCA026/20KG/XA,18,0.0
1191,6379250,HK-1M MESH 901492/1EA/KC,30,0.0
1192,6379274,HK-1 MESH HK-1(M) 140MTS/D/KC 168sqm,35,0.0
